id,name,discount,city,address,category,subcategory,description,detail_url
18167,Alfanar אביזרי סלולר,5,עכו,ס'לאח א-דין 13,"מחשבים, סלולר וצילום",סלולר,"אביזרים, סלולר, מגנים, כיסויים, מתנות, אוזניות, מגיני מסך, אביזרים למח",https://be-plus.co.il/component/crm/product/18167
16334,Alice planet,3.5,קרית גת,אסתר המלכה 11,אופנה,הלבשת נשים,"אופנה, בגדי נשים מעוצבים, עיצוב בהזמנה אישית, בגדי ערב, בגדי יום יום,",https://be-plus.co.il/component/crm/product/16334
11584,Alimi,3.5,אילת,האורגים 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",קונדיטוריות ובתי מאפה,"קונדיטוריית שף המתמחה במאפים, עוגות ועוגיות בסגנון צרפתי.",https://be-plus.co.il/component/crm/product/11584
17580,All in,2,online,,"טיפוח, קוסמטיקה ועיצוב שיער",מספרות ועיצוב שיער,הפיצוצייה של פינסקר - הפינה של פינסקר קיוסק ‧ פתוח,https://be-plus.co.il/component/crm/product/17580
17579,All in Hair,2,נתניה,פינסקר 15,"טיפוח, קוסמטיקה ועיצוב שיער",מספרות ועיצוב שיער,חנות למוצרי שיער,https://be-plus.co.il/component/crm/product/17579
16192,Aloe ban'ka&Spa,3,אשדוד,רוגוזין 43,אטרקציות ופנאי,ספא,מתחם הספא המיוחד באשדוד!!! סאונת חמם אמבטיה יוונית עם מפל חבית יפנית ע,https://be-plus.co.il/component/crm/product/16192
16063,Alpina,3.5,נתניה,האומנות 50,לבית ולגן,,מכירת גופי תאורה,https://be-plus.co.il/component/crm/product/16063
14337,Alto lusso,3.5,רמת גן,תובל 23,אופנה,תכשיטים ושעונים,מכירת תכשיטים יהלומים בעיצובים אישיים,https://be-plus.co.il/component/crm/product/14337
14916,Alwaseem fitness,2,יפיע,יפיע 1,"מזון, מינימרקטים וסופרמרקטים",מינימרקטים וסופרמרקטים,סופרמרקט טיבעי מוצרים אורגניים ללא סוכר גלוטן מוצרים טיבעיים בלבד מוצר,https://be-plus.co.il/component/crm/product/14916
18191,Amalfi cafe,5,נצרת,ואדי אל-חאג' 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",בתי קפה,בית קפה שתיה קרה חמה ארוחות בוקר עוגות עוגיות קינוחים סנדוויצ'ים מקומו,https://be-plus.co.il/component/crm/product/18191
11327,Amanda Queen,3.5,רעננה,אחוזה 70,אופנה,,רשת הנעלה וביגוד לכל המשפחה,https://be-plus.co.il/component/crm/product/11327
15021,Amigos,5.5,רהט,אלסלאם 2,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"אוכל מהיר, בורגרים וקריספי.",https://be-plus.co.il/component/crm/product/15021
15025,Amigos Burger Bar,5.5,ערערה-בנגב,ערערה 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"אוכל מהיר,בורגר וקריספי.",https://be-plus.co.il/component/crm/product/15025
12857,Aml Studio,5,באקה אל-גרביה,כביש ראשי,אופנה,,"חנות לגברים ונשים- אקססוריז לבית, שעונים, תכשיטים, בשמים, תיקים, ארנקי",https://be-plus.co.il/component/crm/product/12857
14849,Amoye Design,3.5,חדרה,הרברט סמואל 97,לבית ולגן,טקסטיל ואקססוריז לבית,חנות לעיצוב הבית,https://be-plus.co.il/component/crm/product/14849
19526,Amy art studio,3.5,תל אביב - יפו,אלון יגאל 129,אטרקציות,- אטרקציות,"סטודיו לאמנות- יגאל אלון 129, תל אביב. מקום שבו יצירה מחברת",https://be-plus.co.il/component/crm/product/19526
15459,Angelino,3.5,רחובות,"ביל""ו23",אופנה,הלבשת גברים,בגדים מעוצבים לגברים,https://be-plus.co.il/component/crm/product/15459
12092,Anibbeauty cosmetics,3.5,אשקלון,חופית 4,"טיפוח, קוסמטיקה ועיצוב שיער",,הסרת שיער בלייזר והסרת קעקועים לאיפור קבוע .,https://be-plus.co.il/component/crm/product/12092
15668,Anima אנימה,8.5,באר שבע,שד רגר יצחק 1,אופנה,הלבשה לכל המשפחה,"אופנה, חנות אופנה בסטייל מטורף עם אווירה צעירה, חנות מותגים, מותגים לנ",https://be-plus.co.il/component/crm/product/15668
17944,Anime market אנימה מרקט,3,online,,לילד ולתינוק,צעצועים ומשחקי ילדים,"אנימה מרקט היא הבית של חובבי האנימה, המנגה והגיק-קאלצ’ר בישראל. ברשת ת",https://be-plus.co.il/component/crm/product/17944
17803,Anna vilner - מכון יופי וקוסמטיקה,3.5,אילת,אילות 29,"טיפוח, קוסמטיקה ועיצוב שיער",קוסמטיקה ולייזר,"מכונת שיזוף, הלחמת ריסים, מוצרי איפור וטואלטיקה",https://be-plus.co.il/component/crm/product/17803
17707,Apollo Barbershop,3.5,ראשון לציון,הרצל 13,"טיפוח, קוסמטיקה ועיצוב שיער",מספרות ועיצוב שיער,"מספרת גברים, ילדים ונוער, ואקדמית ספרות",https://be-plus.co.il/component/crm/product/17707
14818,Apter balloons,3.5,רחובות,הסביון 9,מסיבות ואירועים,ציוד לאירועים,"בלונים לימי הולדת ,עיצוב בלונים, סידור בלונים לאירועים, משלוחי בלונים",https://be-plus.co.il/component/crm/product/14818
19441,Ar inn,3,ראשון לציון,מזל אליעזר 16,מוסכים ושירותי רכב,מכוני רחיצה,"ניקוי ריפודים, ניקוי שערות יסודי, ניקוי מנוע, פוליש ווקס, הרכבת ריפודי",https://be-plus.co.il/component/crm/product/19441
17476,Archer man,3.5,בת ים,בלפור 98,אופנה,הלבשת גברים,"ביגוד לגברים, חולצות, מכנסי דגמח, ג׳ינסים, מכנסי אופנוע, נעליים, הלבשה",https://be-plus.co.il/component/crm/product/17476
17866,Arie smile רפואת שיניים,3.5,קרית ים,שרת משה 5,רפואה,מרפאות שיניים,☝️אנחנו עושים את כל הטיפולי שיניים. שירות איכותי ומקצועי רק ב ARIE,https://be-plus.co.il/component/crm/product/17866
12489,Aroi dee,3.5,אשדוד,המסחר 155,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"מסעדה אסייאתית, כשרה.",https://be-plus.co.il/component/crm/product/12489
17074,Art Pieces,3.5,חדרה,פרופ' דן שכטמן 10,צרכנות,"מתנות,יצירה וכלי בית",תמונות ומגנים לטלפון,https://be-plus.co.il/component/crm/product/17074
14931,Artico ice cream fruits,5,סח'נין,סח'נין55,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",קונדיטוריות ובתי מאפה,",גלידריה, בית קפה, פנקייק, פשפיש, שתיה קרה, שתיה חמה, עוגות, תפו""א מוק",https://be-plus.co.il/component/crm/product/14931
16785,Arzonis burger,3,בית דגן,הזית 16,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"המבורגריה, כריכי אנטריקוט, שניצל, חזה עוף והמבורגר.",https://be-plus.co.il/component/crm/product/16785
17544,Atom studio,5,online,,אופנה,הלבשה לכל המשפחה,"Atom Studio היא חנות אופנה אונליין לבגדי נשים, גברים וצעירים בסטייל עד",https://be-plus.co.il/component/crm/product/17544
12498,Atv club,4,קרית גת,נתרן 11,מוסכים ושירותי רכב,,"ציוד וחלקי חילוף לספורט מוטורי, טרקטורונים, טרקטורונים חשמליים, טום רי",https://be-plus.co.il/component/crm/product/12498
18441,Auto Spa,3.5,אכסאל,רח 202 1,מוסכים ושירותי רכב,מוסכים וחשמל רכב,"חידוש ועיצוב רכב, פוליש, ציפוי ננו, ציפוי נגד שריטות, חלונות כהים, אבי",https://be-plus.co.il/component/crm/product/18441
14756,Avidan Jewlery,5,רמת גן,ז'בוטינסקי3,אופנה,תכשיטים ושעונים,תכשיטי יהלומים ואבני חן,https://be-plus.co.il/component/crm/product/14756
17658,Aviv Mobile,2,בת ים,דקר 1,"מחשבים, סלולר וצילום",סלולר,"מכשירים סלולריים, אביזרים לסלולרי, מגנים ועוד...",https://be-plus.co.il/component/crm/product/17658
17395,Axkid,5,online,,לילד ולתינוק,צעצועים ומשחקי ילדים,כיסאות הבטיחות השוודיים של AXKID מיועדים לישיבה נגד כיוון הנסיעה מגיל,https://be-plus.co.il/component/crm/product/17395
14497,Ayelet biton,3.5,אשקלון,הפנינים 11,"טיפוח, קוסמטיקה ועיצוב שיער",קוסמטיקה ולייזר,"קליניקה לטיפולים ממתקדמים,תאי חמצן ,הסרת שיער בלייזר,טיפולי קוסמטיקה",https://be-plus.co.il/component/crm/product/14497
19623,Aylanda hom אקססוריז לבית,5,כאבול,כאבול 1,לבית ולגן,טקסטיל ואקססוריז לבית,אקססורי לבית קדים אגרטלים כלי מטבח עציצים מפיצי ריח צמחי משי מנורות מר,https://be-plus.co.il/component/crm/product/19623
16691,Azizo לבנדר מהגולן,4,כנף,משק 76,אטרקציות ופנאי,אטרקציות,"במושב כנף, שבמרום רמת הגולן מול נופה הקסום של הכנרת שוכנת חוות הלבנדר",https://be-plus.co.il/component/crm/product/16691
12501,Azkadenya,4,נצרת,כביש ראשי,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"מטבח ביתי- סלטים, קפואים, בשרים, בצקים, מטוגנים, בשר מנסף, אורז, רביול",https://be-plus.co.il/component/crm/product/12501
17257,B Gun Boutique Holster,4,רמלה,יעקב דורי 1,צרכנות,מחנאות וציוד למתגייסים,ייצור נרתיקים בהתאמה אישית,https://be-plus.co.il/component/crm/product/17257
17575,B happy,2,ראש העין,זהרה אלפסיה 9,כללי,,"חנות ציוד למסיבות וארועים, כלים חד פעמיים, בלונים, אפיה.",https://be-plus.co.il/component/crm/product/17575
18322,B oz briga,3,נתניה,לויתן 4,"טיפוח, קוסמטיקה ועיצוב שיער",מספרות ועיצוב שיער,"Luxury Hair Salon -B oz briga, מספרת פרימיום - ייעוץ אישי, חווי",https://be-plus.co.il/component/crm/product/18322
19265,B-12 BUTCHERY קצבייה ומסעדת בשרים,5,ראש העין,שלמה המלך 2,כללי,,"קצבייה, מסעדת בשרים ומעשנה במקום אחד. נתחי פרימיום, מנות שף, כשרות מהו",https://be-plus.co.il/component/crm/product/19265
5065,B-OPTI,6,אלפי מנשה,"גלבוע 83, מרכז מסחרי לב היישוב",אופטיקה ומכשירי שמיעה,,"מומחים בהתאמת מולטיפוקל, משקפי שמש אופטיות, בדיקת ראיה- משרד הרישוי, ע",https://be-plus.co.il/component/crm/product/5065
14177,B.A tire shop,5,אכסאל,כביש ראשי,מוסכים ושירותי רכב,,"פנצ'ריה, מכירה/החלפת גלגלים, מכירת אביזרי רכב, שטיפת רכב חיצוני ופנימי",https://be-plus.co.il/component/crm/product/14177
6256,B.D GRAIVER,3,חיפה,נחום חת 5,אטרקציות ופנאי,,"כפרי נופש - בהולנד, בלגיה, צרפת, גרמניה, חבילות נופש למשפחות, רכב שכור",https://be-plus.co.il/component/crm/product/6256
13498,B.M LASER,5,רחובות,חיים וייסבורג 3,"טיפוח, קוסמטיקה ועיצוב שיער",,"הסרת קעקועים לנשים וגברים, הסרת איפור כושל, איפור קבוע בשפתיים ובגבות",https://be-plus.co.il/component/crm/product/13498
18892,B.R jewelry,5,אשדוד,אדר 4,אופנה,תכשיטים ושעונים,"תכשיטנות, תכשיטי יוקרה, יהלומים טבעיים, זהב מכל הסוגים, תכשיטי כסף המש",https://be-plus.co.il/component/crm/product/18892
15285,B.SMILE,3.5,מודיעין עילית,רבי יהודה הנשיא 5,רפואה,מרפאות שיניים,"מומחה חו""ל ליישור שיניים ולסתות",https://be-plus.co.il/component/crm/product/15285
15208,B10,3,דימונה,דרך השלום 23,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,B10 burger for all המבורגרים במגוון גדלים ובמחירים לכל כיס מבחר תוספות,https://be-plus.co.il/component/crm/product/15208
18335,B12 grill house,5,רעננה,אחוזה 121,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"שיפודים, חלה שניצל, חלה אנטריקוט ,חלה אסאדו ,שיפודים ,שווארמה ועוד.",https://be-plus.co.il/component/crm/product/18335
10107,BABY MO,5,באר שבע,"קק""ל 179",אופנה,,"בגדי ילדים ותינוקות, בגדי יום יום ואירוע, סריגים, סוודרים, ג'ינסים, חו",https://be-plus.co.il/component/crm/product/10107
